Record,Sample_ID,depth mbsf,age_tuned,tuning target,age model source,benthic d13C VPDB,benthic d18O VPDB,benthic Species,benthic Source,benthic d13C VPDB Corr,benthic d18O VPDB Corr,IsotopeCorrNote,benthic d13C VPDB CorrAdjusted,benthic d18O VPDB CorrAdjusted,benthic_CorrAdjusted_Note,benthic d13C smoothLoess10,benthic d18O smoothLoess10
U1490,"353-U1490B-29F-1,56-58",242.66,16.154,E+T+0.2P,Holbourn et al. 2024,1.83,1.32,CMUND,Holbourn et al. 2024,1.83,1.96,d18O +0.64‰; d13C +0.00‰,1.63,2.06,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-1,64-66",242.74,16.161,E+T+0.2P,Holbourn et al. 2024,1.83,1.32,CMUND,Holbourn et al. 2024,1.83,1.96,d18O +0.64‰; d13C +0.00‰,1.63,2.06,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-1,68-70",242.78,16.165,E+T+0.2P,Holbourn et al. 2024,1.83,1.32,CMUND,Holbourn et al. 2024,1.83,1.96,d18O +0.64‰; d13C +0.00‰,1.63,2.06,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-1,72-74",242.82,16.169,E+T+0.2P,Holbourn et al. 2024,1.71,1.19,CMUND,Holbourn et al. 2024,1.71,1.83,d18O +0.64‰; d13C +0.00‰,1.51,1.93,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-1,76-78",242.86,16.173,E+T+0.2P,Holbourn et al. 2024,1.81,1.32,CMUND,Holbourn et al. 2024,1.81,1.96,d18O +0.64‰; d13C +0.00‰,1.61,2.06,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-1,80-82",242.9,16.177,E+T+0.2P,Holbourn et al. 2024,1.63,0.98,CMUND,Holbourn et al. 2024,1.63,1.62,d18O +0.64‰; d13C +0.00‰,1.43,1.72,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-1,84-86",242.94,16.181,E+T+0.2P,Holbourn et al. 2024,1.83,1.1,CMUND,Holbourn et al. 2024,1.83,1.74,d18O +0.64‰; d13C +0.00‰,1.63,1.84,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-1,88-90",242.98,16.185,E+T+0.2P,Holbourn et al. 2024,1.7,1.23,CMUND,Holbourn et al. 2024,1.7,1.87,d18O +0.64‰; d13C +0.00‰,1.5,1.97,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-1,92-94",243.02,16.188,E+T+0.2P,Holbourn et al. 2024,1.56,1.27,CMUND,Holbourn et al. 2024,1.56,1.91,d18O +0.64‰; d13C +0.00‰,1.36,2.01,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-1,96-98",243.06,16.192,E+T+0.2P,Holbourn et al. 2024,1.35,1.11,CMUND,Holbourn et al. 2024,1.35,1.75,d18O +0.64‰; d13C +0.00‰,1.15,1.85,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-1,100-102",243.1,16.196,E+T+0.2P,Holbourn et al. 2024,1.2,1.65,CMUND/NUMB,Holbourn et al. 2024,1.2,2.29,d18O +0.64‰; d13C +0.00‰,1,2.39,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-1,104-106",243.14,16.2,E+T+0.2P,Holbourn et al. 2024,1.49,1.37,CMUND,Holbourn et al. 2024,1.49,2.01,d18O +0.64‰; d13C +0.00‰,1.29,2.11,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-1,108-110",243.18,16.204,E+T+0.2P,Holbourn et al. 2024,1.56,1.4,CMUND/NUMB,Holbourn et al. 2024,1.56,2.04,d18O +0.64‰; d13C +0.00‰,1.36,2.14,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-1,112-114",243.22,16.208,E+T+0.2P,Holbourn et al. 2024,1.52,1.3,CMUND,Holbourn et al. 2024,1.52,1.94,d18O +0.64‰; d13C +0.00‰,1.32,2.04,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-1,116-118",243.26,16.212,E+T+0.2P,Holbourn et al. 2024,1.51,1.27,CMUND,Holbourn et al. 2024,1.51,1.91,d18O +0.64‰; d13C +0.00‰,1.31,2.01,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-1,120-122",243.3,16.216,E+T+0.2P,Holbourn et al. 2024,1.5,1.16,CMUND,Holbourn et al. 2024,1.5,1.8,d18O +0.64‰; d13C +0.00‰,1.3,1.9,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-1,124-126",243.34,16.219,E+T+0.2P,Holbourn et al. 2024,1.48,1.31,CMUND,Holbourn et al. 2024,1.48,1.95,d18O +0.64‰; d13C +0.00‰,1.28,2.05,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-1,128-130",243.38,16.223,E+T+0.2P,Holbourn et al. 2024,1.55,1.38,CMUND,Holbourn et al. 2024,1.55,2.02,d18O +0.64‰; d13C +0.00‰,1.35,2.12,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-1,132-134",243.42,16.227,E+T+0.2P,Holbourn et al. 2024,1.42,1.06,CMUND,Holbourn et al. 2024,1.42,1.7,d18O +0.64‰; d13C +0.00‰,1.22,1.8,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-1,136-138",243.46,16.231,E+T+0.2P,Holbourn et al. 2024,1.42,1.07,CMUND,Holbourn et al. 2024,1.42,1.71,d18O +0.64‰; d13C +0.00‰,1.22,1.81,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-1,140-142",243.5,16.235,E+T+0.2P,Holbourn et al. 2024,1.6,1.21,CMUND,Holbourn et al. 2024,1.6,1.85,d18O +0.64‰; d13C +0.00‰,1.4,1.95,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-1,144-146",243.54,16.239,E+T+0.2P,Holbourn et al. 2024,1.47,1.16,CMUND,Holbourn et al. 2024,1.47,1.8,d18O +0.64‰; d13C +0.00‰,1.27,1.9,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-1,148-150",243.58,16.243,E+T+0.2P,Holbourn et al. 2024,1.44,0.94,NUMB,Holbourn et al. 2024,1.44,1.58,d18O +0.64‰; d13C +0.00‰,1.24,1.68,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,2-4",243.62,16.246,E+T+0.2P,Holbourn et al. 2024,1.61,1,CMUND/NUMB,Holbourn et al. 2024,1.61,1.64,d18O +0.64‰; d13C +0.00‰,1.41,1.74,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,6-8",243.66,16.25,E+T+0.2P,Holbourn et al. 2024,1.42,0.8,NUMB,Holbourn et al. 2024,1.42,1.44,d18O +0.64‰; d13C +0.00‰,1.22,1.54,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,10-12",243.7,16.254,E+T+0.2P,Holbourn et al. 2024,1.47,0.9,CMUND,Holbourn et al. 2024,1.47,1.54,d18O +0.64‰; d13C +0.00‰,1.27,1.64,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,14-16",243.74,16.258,E+T+0.2P,Holbourn et al. 2024,1.5,1.09,CMUND,Holbourn et al. 2024,1.5,1.73,d18O +0.64‰; d13C +0.00‰,1.3,1.83,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,18-20",243.78,16.262,E+T+0.2P,Holbourn et al. 2024,1.46,0.92,CMUND/NUMB,Holbourn et al. 2024,1.46,1.56,d18O +0.64‰; d13C +0.00‰,1.26,1.66,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,22-24",243.82,16.266,E+T+0.2P,Holbourn et al. 2024,1.45,0.99,CMUND,Holbourn et al. 2024,1.45,1.63,d18O +0.64‰; d13C +0.00‰,1.25,1.73,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,26-28",243.86,16.27,E+T+0.2P,Holbourn et al. 2024,1.58,1.22,NUMB,Holbourn et al. 2024,1.58,1.86,d18O +0.64‰; d13C +0.00‰,1.38,1.96,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,30-32",243.9,16.273,E+T+0.2P,Holbourn et al. 2024,1.38,1.04,CMUND,Holbourn et al. 2024,1.38,1.68,d18O +0.64‰; d13C +0.00‰,1.18,1.78,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,34-36",243.94,16.277,E+T+0.2P,Holbourn et al. 2024,1.5,1.45,CMUND,Holbourn et al. 2024,1.5,2.09,d18O +0.64‰; d13C +0.00‰,1.3,2.19,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,38-40",243.98,16.281,E+T+0.2P,Holbourn et al. 2024,1.56,1.4,CMUND,Holbourn et al. 2024,1.56,2.04,d18O +0.64‰; d13C +0.00‰,1.36,2.14,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,42-44",244.02,16.285,E+T+0.2P,Holbourn et al. 2024,1.47,1.2,CMUND,Holbourn et al. 2024,1.47,1.84,d18O +0.64‰; d13C +0.00‰,1.27,1.94,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,46-48",244.06,16.289,E+T+0.2P,Holbourn et al. 2024,1.49,1.05,NUMB,Holbourn et al. 2024,1.49,1.69,d18O +0.64‰; d13C +0.00‰,1.29,1.79,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,50-52",244.1,16.293,E+T+0.2P,Holbourn et al. 2024,1.49,1.09,CMUND/NUMB,Holbourn et al. 2024,1.49,1.73,d18O +0.64‰; d13C +0.00‰,1.29,1.83,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,54-56",244.14,16.297,E+T+0.2P,Holbourn et al. 2024,1.48,1.31,CMUND,Holbourn et al. 2024,1.48,1.95,d18O +0.64‰; d13C +0.00‰,1.28,2.05,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,58-60",244.18,16.301,E+T+0.2P,Holbourn et al. 2024,1.29,1.08,NUMB,Holbourn et al. 2024,1.29,1.72,d18O +0.64‰; d13C +0.00‰,1.09,1.82,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,62-64",244.22,16.304,E+T+0.2P,Holbourn et al. 2024,1.4,1.24,CMUND,Holbourn et al. 2024,1.4,1.88,d18O +0.64‰; d13C +0.00‰,1.2,1.98,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,66-68",244.26,16.308,E+T+0.2P,Holbourn et al. 2024,1.43,1.45,CMUND,Holbourn et al. 2024,1.43,2.09,d18O +0.64‰; d13C +0.00‰,1.23,2.19,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,70-72",244.3,16.312,E+T+0.2P,Holbourn et al. 2024,1.29,1.3,CMUND,Holbourn et al. 2024,1.29,1.94,d18O +0.64‰; d13C +0.00‰,1.09,2.04,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,74-76",244.34,16.316,E+T+0.2P,Holbourn et al. 2024,1.24,1.29,CMUND,Holbourn et al. 2024,1.24,1.93,d18O +0.64‰; d13C +0.00‰,1.04,2.03,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,78-80",244.38,16.32,E+T+0.2P,Holbourn et al. 2024,1.28,1.29,CMUND,Holbourn et al. 2024,1.28,1.93,d18O +0.64‰; d13C +0.00‰,1.08,2.03,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,82-84",244.42,16.324,E+T+0.2P,Holbourn et al. 2024,1.49,1.44,CMUND,Holbourn et al. 2024,1.49,2.08,d18O +0.64‰; d13C +0.00‰,1.29,2.18,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,86-88",244.46,16.328,E+T+0.2P,Holbourn et al. 2024,1.28,1.1,CMUND,Holbourn et al. 2024,1.28,1.74,d18O +0.64‰; d13C +0.00‰,1.08,1.84,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,90-92",244.5,16.331,E+T+0.2P,Holbourn et al. 2024,1.18,1.01,CMUND,Holbourn et al. 2024,1.18,1.65,d18O +0.64‰; d13C +0.00‰,0.98,1.75,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,94-96",244.54,16.335,E+T+0.2P,Holbourn et al. 2024,1.36,0.86,CMUND,Holbourn et al. 2024,1.36,1.5,d18O +0.64‰; d13C +0.00‰,1.16,1.6,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,98-100",244.58,16.339,E+T+0.2P,Holbourn et al. 2024,1.19,0.96,CMUND,Holbourn et al. 2024,1.19,1.6,d18O +0.64‰; d13C +0.00‰,0.99,1.7,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,102-104",244.62,16.343,E+T+0.2P,Holbourn et al. 2024,1.11,0.71,CMUND,Holbourn et al. 2024,1.11,1.35,d18O +0.64‰; d13C +0.00‰,0.91,1.45,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,106-108",244.66,16.349,E+T+0.2P,Holbourn et al. 2024,1.34,0.96,CMUND,Holbourn et al. 2024,1.34,1.6,d18O +0.64‰; d13C +0.00‰,1.14,1.7,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,110-112",244.7,16.356,E+T+0.2P,Holbourn et al. 2024,1.29,0.97,CMUND,Holbourn et al. 2024,1.29,1.61,d18O +0.64‰; d13C +0.00‰,1.09,1.71,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,114-116",244.74,16.362,E+T+0.2P,Holbourn et al. 2024,1.38,1.04,CMUND,Holbourn et al. 2024,1.38,1.68,d18O +0.64‰; d13C +0.00‰,1.18,1.78,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,118-120",244.78,16.368,E+T+0.2P,Holbourn et al. 2024,1.31,0.96,CMUND,Holbourn et al. 2024,1.31,1.6,d18O +0.64‰; d13C +0.00‰,1.11,1.7,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,122-124",244.82,16.375,E+T+0.2P,Holbourn et al. 2024,1.23,0.97,CMUND,Holbourn et al. 2024,1.23,1.61,d18O +0.64‰; d13C +0.00‰,1.03,1.71,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,126-128",244.86,16.381,E+T+0.2P,Holbourn et al. 2024,1.31,0.98,CMUND,Holbourn et al. 2024,1.31,1.62,d18O +0.64‰; d13C +0.00‰,1.11,1.72,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,130-132",244.9,16.387,E+T+0.2P,Holbourn et al. 2024,1.32,1.19,CMUND,Holbourn et al. 2024,1.32,1.83,d18O +0.64‰; d13C +0.00‰,1.12,1.93,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,134-136",244.94,16.393,E+T+0.2P,Holbourn et al. 2024,1.28,0.85,NUMB,Holbourn et al. 2024,1.28,1.49,d18O +0.64‰; d13C +0.00‰,1.08,1.59,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,138-140",244.98,16.4,E+T+0.2P,Holbourn et al. 2024,1.39,1.15,CMUND,Holbourn et al. 2024,1.39,1.79,d18O +0.64‰; d13C +0.00‰,1.19,1.89,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,142-144",245.02,16.406,E+T+0.2P,Holbourn et al. 2024,1.34,1.29,CMUND,Holbourn et al. 2024,1.34,1.93,d18O +0.64‰; d13C +0.00‰,1.14,2.03,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-2,146-148",245.06,16.412,E+T+0.2P,Holbourn et al. 2024,0.91,1.06,CMUND,Holbourn et al. 2024,0.91,1.7,d18O +0.64‰; d13C +0.00‰,0.71,1.8,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-3,4-6",245.14,16.425,E+T+0.2P,Holbourn et al. 2024,1.33,1.23,CMUND,Holbourn et al. 2024,1.33,1.87,d18O +0.64‰; d13C +0.00‰,1.13,1.97,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-3,8-10",245.18,16.431,E+T+0.2P,Holbourn et al. 2024,1.24,1.04,CMUND/NUMB,Holbourn et al. 2024,1.24,1.68,d18O +0.64‰; d13C +0.00‰,1.04,1.78,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-3,12-14",245.22,16.438,E+T+0.2P,Holbourn et al. 2024,1.36,1.1,CMUND,Holbourn et al. 2024,1.36,1.74,d18O +0.64‰; d13C +0.00‰,1.16,1.84,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-3,16-18",245.26,16.444,E+T+0.2P,Holbourn et al. 2024,1.15,0.88,CMUND,Holbourn et al. 2024,1.15,1.52,d18O +0.64‰; d13C +0.00‰,0.95,1.62,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-3,20-22",245.3,16.45,E+T+0.2P,Holbourn et al. 2024,1.07,0.79,CMUND,Holbourn et al. 2024,1.07,1.43,d18O +0.64‰; d13C +0.00‰,0.87,1.53,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-3,24-26",245.34,16.456,E+T+0.2P,Holbourn et al. 2024,1.18,0.8,CMUND,Holbourn et al. 2024,1.18,1.44,d18O +0.64‰; d13C +0.00‰,0.98,1.54,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-3,28-30",245.38,16.462,E+T+0.2P,Holbourn et al. 2024,1.21,0.97,CMUND,Holbourn et al. 2024,1.21,1.61,d18O +0.64‰; d13C +0.00‰,1.01,1.71,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-3,32-34",245.42,16.468,E+T+0.2P,Holbourn et al. 2024,1.29,1.21,CMUND,Holbourn et al. 2024,1.29,1.85,d18O +0.64‰; d13C +0.00‰,1.09,1.95,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-3,36-38",245.46,16.473,E+T+0.2P,Holbourn et al. 2024,1.34,1.33,CMUND,Holbourn et al. 2024,1.34,1.97,d18O +0.64‰; d13C +0.00‰,1.14,2.07,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-3,40-42",245.5,16.479,E+T+0.2P,Holbourn et al. 2024,1.15,1.17,CMUND,Holbourn et al. 2024,1.15,1.81,d18O +0.64‰; d13C +0.00‰,0.95,1.91,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490B-29F-3,44-46",245.54,16.485,E+T+0.2P,Holbourn et al. 2024,1.33,1.41,CMUND,Holbourn et al. 2024,1.33,2.05,d18O +0.64‰; d13C +0.00‰,1.13,2.15,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490A-27H-2,64-66",243.84,16.49,E+T+0.2P,Holbourn et al. 2024,1.359,1.2,CMUND,Holbourn et al. 2024,1.359,1.84,d18O +0.64‰; d13C +0.00‰,1.159,1.94,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490A-27H-2,68-70",243.88,16.496,E+T+0.2P,Holbourn et al. 2024,1.385,1.22,CMUND,Holbourn et al. 2024,1.385,1.86,d18O +0.64‰; d13C +0.00‰,1.185,1.96,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490A-27H-2,72-74",243.92,16.501,E+T+0.2P,Holbourn et al. 2024,1.376,0.976,CMUND,Holbourn et al. 2024,1.376,1.616,d18O +0.64‰; d13C +0.00‰,1.176,1.716,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490A-27H-2,77-79",243.97,16.508,E+T+0.2P,Holbourn et al. 2024,1.485,1.129,CMUND,Holbourn et al. 2024,1.485,1.769,d18O +0.64‰; d13C +0.00‰,1.285,1.869,d18O +0.10‰; d13C -0.20‰,,
U1490,"353-U1490A-27H-2,80-82",244,16.513,E+T+0.2P,Holbourn et al. 2024,1.422,1.061,CMUND,Holbourn et al. 2024,1.422,1.701,d18O +0.64‰; d13C +0.00‰,1.222,1.801,d18O +0.10‰; d13C -0.20‰,,
