Record,Sample_ID,depth mbsf,age_tuned,tuning target,age model source,benthic d13C VPDB,benthic d18O VPDB,benthic Species,benthic Source,benthic d13C VPDB Corr,benthic d18O VPDB Corr,IsotopeCorrNote,benthic d13C VPDB CorrAdjusted,benthic d18O VPDB CorrAdjusted,benthic_CorrAdjusted_Note,benthic d13C smoothLoess10,benthic d18O smoothLoess10
1264,"208-1264A-21H-3W,48-49",193.28,19.2538,Eccentricity,Liebrand et al. 2016,1.29,1.66,CMUND,Liebrand et al. 2011;2016,1.29,2.3,d18O +0.64‰; d13C +0.00‰,0.79,2.2,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,50-51",193.3,19.2567,Eccentricity,Liebrand et al. 2016,1.22,1.76,CMUND,Liebrand et al. 2011;2016,1.22,2.4,d18O +0.64‰; d13C +0.00‰,0.72,2.3,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,52-53",193.32,19.2595,Eccentricity,Liebrand et al. 2016,1.36,1.66,CMUND,Liebrand et al. 2011;2016,1.36,2.3,d18O +0.64‰; d13C +0.00‰,0.86,2.2,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,54-55",193.34,19.2623,Eccentricity,Liebrand et al. 2016,1.12,1.52,CMUND,Liebrand et al. 2011;2016,1.12,2.16,d18O +0.64‰; d13C +0.00‰,0.62,2.06,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,56-57",193.36,19.2651,Eccentricity,Liebrand et al. 2016,1.34,1.78,CMUND,Liebrand et al. 2011;2016,1.34,2.42,d18O +0.64‰; d13C +0.00‰,0.84,2.32,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,58-59",193.38,19.2679,Eccentricity,Liebrand et al. 2016,1.24,1.61,CMUND,Liebrand et al. 2011;2016,1.24,2.25,d18O +0.64‰; d13C +0.00‰,0.74,2.15,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,60-61",193.4,19.2708,Eccentricity,Liebrand et al. 2016,1.25,1.53,CMUND,Liebrand et al. 2011;2016,1.25,2.17,d18O +0.64‰; d13C +0.00‰,0.75,2.07,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,62-63",193.42,19.2736,Eccentricity,Liebrand et al. 2016,1.37,1.92,CMUND,Liebrand et al. 2011;2016,1.37,2.56,d18O +0.64‰; d13C +0.00‰,0.87,2.46,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,64-65",193.44,19.2764,Eccentricity,Liebrand et al. 2016,1.25,1.75,CMUND,Liebrand et al. 2011;2016,1.25,2.39,d18O +0.64‰; d13C +0.00‰,0.75,2.29,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,66-67",193.46,19.2792,Eccentricity,Liebrand et al. 2016,1.37,1.65,CMUND,Liebrand et al. 2011;2016,1.37,2.29,d18O +0.64‰; d13C +0.00‰,0.87,2.19,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,68-69",193.48,19.2821,Eccentricity,Liebrand et al. 2016,1.31,1.92,CMUND,Liebrand et al. 2011;2016,1.31,2.56,d18O +0.64‰; d13C +0.00‰,0.81,2.46,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,70-71",193.5,19.2849,Eccentricity,Liebrand et al. 2016,1.45,1.69,CMUND,Liebrand et al. 2011;2016,1.45,2.33,d18O +0.64‰; d13C +0.00‰,0.95,2.23,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,72-73",193.52,19.2877,Eccentricity,Liebrand et al. 2016,1.39,1.58,CMUND,Liebrand et al. 2011;2016,1.39,2.22,d18O +0.64‰; d13C +0.00‰,0.89,2.12,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,74-75",193.54,19.2905,Eccentricity,Liebrand et al. 2016,1.28,1.71,CMUND,Liebrand et al. 2011;2016,1.28,2.35,d18O +0.64‰; d13C +0.00‰,0.78,2.25,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,76-77",193.56,19.2933,Eccentricity,Liebrand et al. 2016,1.48,1.63,CMUND,Liebrand et al. 2011;2016,1.48,2.27,d18O +0.64‰; d13C +0.00‰,0.98,2.17,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,78-79",193.58,19.2962,Eccentricity,Liebrand et al. 2016,1.45,1.65,CMUND,Liebrand et al. 2011;2016,1.45,2.29,d18O +0.64‰; d13C +0.00‰,0.95,2.19,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,80-81",193.6,19.299,Eccentricity,Liebrand et al. 2016,1.48,1.75,CMUND,Liebrand et al. 2011;2016,1.48,2.39,d18O +0.64‰; d13C +0.00‰,0.98,2.29,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,82-83",193.62,19.3018,Eccentricity,Liebrand et al. 2016,1.41,1.86,CMUND,Liebrand et al. 2011;2016,1.41,2.5,d18O +0.64‰; d13C +0.00‰,0.91,2.4,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,84-85",193.64,19.3046,Eccentricity,Liebrand et al. 2016,1.45,1.58,CMUND,Liebrand et al. 2011;2016,1.45,2.22,d18O +0.64‰; d13C +0.00‰,0.95,2.12,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,86-87",193.66,19.3074,Eccentricity,Liebrand et al. 2016,1.47,1.66,CMUND,Liebrand et al. 2011;2016,1.47,2.3,d18O +0.64‰; d13C +0.00‰,0.97,2.2,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,88-89",193.68,19.3103,Eccentricity,Liebrand et al. 2016,1.32,1.9,CMUND,Liebrand et al. 2011;2016,1.32,2.54,d18O +0.64‰; d13C +0.00‰,0.82,2.44,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,90-91",193.7,19.3131,Eccentricity,Liebrand et al. 2016,1.17,1.75,CMUND,Liebrand et al. 2011;2016,1.17,2.39,d18O +0.64‰; d13C +0.00‰,0.67,2.29,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,92-93",193.72,19.3159,Eccentricity,Liebrand et al. 2016,1.28,1.85,CMUND,Liebrand et al. 2011;2016,1.28,2.49,d18O +0.64‰; d13C +0.00‰,0.78,2.39,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,94-95",193.74,19.3187,Eccentricity,Liebrand et al. 2016,1.4,2.1,CMUND,Liebrand et al. 2011;2016,1.4,2.74,d18O +0.64‰; d13C +0.00‰,0.9,2.64,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,96-97",193.76,19.3215,Eccentricity,Liebrand et al. 2016,1.28,1.99,CMUND,Liebrand et al. 2011;2016,1.28,2.63,d18O +0.64‰; d13C +0.00‰,0.78,2.53,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,98-99",193.78,19.3244,Eccentricity,Liebrand et al. 2016,1.32,1.89,CMUND,Liebrand et al. 2011;2016,1.32,2.53,d18O +0.64‰; d13C +0.00‰,0.82,2.43,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,100-101",193.8,19.3272,Eccentricity,Liebrand et al. 2016,1.12,1.8,CMUND,Liebrand et al. 2011;2016,1.12,2.44,d18O +0.64‰; d13C +0.00‰,0.62,2.34,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,102-103",193.82,19.33,Eccentricity,Liebrand et al. 2016,1.3,1.96,CMUND,Liebrand et al. 2011;2016,1.3,2.6,d18O +0.64‰; d13C +0.00‰,0.8,2.5,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,104-105",193.84,19.3323,Eccentricity,Liebrand et al. 2016,1.12,1.96,CMUND,Liebrand et al. 2011;2016,1.12,2.6,d18O +0.64‰; d13C +0.00‰,0.62,2.5,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,106-107",193.86,19.3346,Eccentricity,Liebrand et al. 2016,1.28,1.91,CMUND,Liebrand et al. 2011;2016,1.28,2.55,d18O +0.64‰; d13C +0.00‰,0.78,2.45,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,108-109",193.88,19.3369,Eccentricity,Liebrand et al. 2016,1.25,1.71,CMUND,Liebrand et al. 2011;2016,1.25,2.35,d18O +0.64‰; d13C +0.00‰,0.75,2.25,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,110-111",193.9,19.3393,Eccentricity,Liebrand et al. 2016,1.36,1.67,CMUND,Liebrand et al. 2011;2016,1.36,2.31,d18O +0.64‰; d13C +0.00‰,0.86,2.21,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,112-113",193.92,19.3416,Eccentricity,Liebrand et al. 2016,1.41,1.87,CMUND,Liebrand et al. 2011;2016,1.41,2.51,d18O +0.64‰; d13C +0.00‰,0.91,2.41,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,114-115",193.94,19.3439,Eccentricity,Liebrand et al. 2016,1.33,1.72,CMUND,Liebrand et al. 2011;2016,1.33,2.36,d18O +0.64‰; d13C +0.00‰,0.83,2.26,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,116-117",193.96,19.3462,Eccentricity,Liebrand et al. 2016,1.43,1.79,CMUND,Liebrand et al. 2011;2016,1.43,2.43,d18O +0.64‰; d13C +0.00‰,0.93,2.33,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,118-119",193.98,19.3485,Eccentricity,Liebrand et al. 2016,1.17,1.81,CMUND,Liebrand et al. 2011;2016,1.17,2.45,d18O +0.64‰; d13C +0.00‰,0.67,2.35,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,120-121",194,19.3508,Eccentricity,Liebrand et al. 2016,1.5,1.73,CMUND,Liebrand et al. 2011;2016,1.5,2.37,d18O +0.64‰; d13C +0.00‰,1,2.27,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,122-123",194.02,19.3531,Eccentricity,Liebrand et al. 2016,1.26,1.92,CMUND,Liebrand et al. 2011;2016,1.26,2.56,d18O +0.64‰; d13C +0.00‰,0.76,2.46,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,124-125",194.04,19.3555,Eccentricity,Liebrand et al. 2016,1.29,1.97,CMUND,Liebrand et al. 2011;2016,1.29,2.61,d18O +0.64‰; d13C +0.00‰,0.79,2.51,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,126-127",194.06,19.3578,Eccentricity,Liebrand et al. 2016,1.3,1.92,CMUND,Liebrand et al. 2011;2016,1.3,2.56,d18O +0.64‰; d13C +0.00‰,0.8,2.46,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,128-129",194.08,19.3601,Eccentricity,Liebrand et al. 2016,1.3,1.91,CMUND,Liebrand et al. 2011;2016,1.3,2.55,d18O +0.64‰; d13C +0.00‰,0.8,2.45,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,130-131",194.1,19.3624,Eccentricity,Liebrand et al. 2016,1.49,1.92,CMUND,Liebrand et al. 2011;2016,1.49,2.56,d18O +0.64‰; d13C +0.00‰,0.99,2.46,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,132-133",194.12,19.3647,Eccentricity,Liebrand et al. 2016,1.22,1.96,CMUND,Liebrand et al. 2011;2016,1.22,2.6,d18O +0.64‰; d13C +0.00‰,0.72,2.5,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,134-135",194.14,19.367,Eccentricity,Liebrand et al. 2016,1.16,1.9,CMUND,Liebrand et al. 2011;2016,1.16,2.54,d18O +0.64‰; d13C +0.00‰,0.66,2.44,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,136-137",194.16,19.3693,Eccentricity,Liebrand et al. 2016,1.31,2.04,CMUND,Liebrand et al. 2011;2016,1.31,2.68,d18O +0.64‰; d13C +0.00‰,0.81,2.58,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,138-139",194.18,19.3717,Eccentricity,Liebrand et al. 2016,1.32,1.99,CMUND,Liebrand et al. 2011;2016,1.32,2.63,d18O +0.64‰; d13C +0.00‰,0.82,2.53,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,140-141",194.2,19.374,Eccentricity,Liebrand et al. 2016,1.35,1.89,CMUND,Liebrand et al. 2011;2016,1.35,2.53,d18O +0.64‰; d13C +0.00‰,0.85,2.43,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,142-143",194.22,19.3763,Eccentricity,Liebrand et al. 2016,1.44,1.83,CMUND,Liebrand et al. 2011;2016,1.44,2.47,d18O +0.64‰; d13C +0.00‰,0.94,2.37,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,144-145",194.24,19.3786,Eccentricity,Liebrand et al. 2016,1.45,1.73,CMUND,Liebrand et al. 2011;2016,1.45,2.37,d18O +0.64‰; d13C +0.00‰,0.95,2.27,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,146-147",194.26,19.3809,Eccentricity,Liebrand et al. 2016,1.42,1.71,CMUND,Liebrand et al. 2011;2016,1.42,2.35,d18O +0.64‰; d13C +0.00‰,0.92,2.25,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,148-149",194.28,19.3832,Eccentricity,Liebrand et al. 2016,1.48,1.77,CMUND,Liebrand et al. 2011;2016,1.48,2.41,d18O +0.64‰; d13C +0.00‰,0.98,2.31,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-3W,149-150",194.29,19.3844,Eccentricity,Liebrand et al. 2016,1.23,1.78,CMUND,Liebrand et al. 2011;2016,1.23,2.42,d18O +0.64‰; d13C +0.00‰,0.73,2.32,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,0-1",194.3,19.3855,Eccentricity,Liebrand et al. 2016,1.32,1.89,CMUND,Liebrand et al. 2011;2016,1.32,2.53,d18O +0.64‰; d13C +0.00‰,0.82,2.43,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,2-3",194.32,19.3879,Eccentricity,Liebrand et al. 2016,1.22,1.85,CMUND,Liebrand et al. 2011;2016,1.22,2.49,d18O +0.64‰; d13C +0.00‰,0.72,2.39,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,4-5",194.34,19.3902,Eccentricity,Liebrand et al. 2016,1.31,1.87,CMUND,Liebrand et al. 2011;2016,1.31,2.51,d18O +0.64‰; d13C +0.00‰,0.81,2.41,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,6-7",194.36,19.3925,Eccentricity,Liebrand et al. 2016,1.32,2.18,CMUND,Liebrand et al. 2011;2016,1.32,2.82,d18O +0.64‰; d13C +0.00‰,0.82,2.72,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,8-9",194.38,19.3948,Eccentricity,Liebrand et al. 2016,1.39,1.98,CMUND,Liebrand et al. 2011;2016,1.39,2.62,d18O +0.64‰; d13C +0.00‰,0.89,2.52,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,10-11",194.4,19.3971,Eccentricity,Liebrand et al. 2016,1.17,1.91,CMUND,Liebrand et al. 2011;2016,1.17,2.55,d18O +0.64‰; d13C +0.00‰,0.67,2.45,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,12-13",194.42,19.3994,Eccentricity,Liebrand et al. 2016,1.19,1.94,CMUND,Liebrand et al. 2011;2016,1.19,2.58,d18O +0.64‰; d13C +0.00‰,0.69,2.48,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,14-15",194.44,19.4017,Eccentricity,Liebrand et al. 2016,1.3,1.93,CMUND,Liebrand et al. 2011;2016,1.3,2.57,d18O +0.64‰; d13C +0.00‰,0.8,2.47,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,16-17",194.46,19.4041,Eccentricity,Liebrand et al. 2016,1.19,1.92,CMUND,Liebrand et al. 2011;2016,1.19,2.56,d18O +0.64‰; d13C +0.00‰,0.69,2.46,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,18-19",194.48,19.4064,Eccentricity,Liebrand et al. 2016,1.2,2.04,CMUND,Liebrand et al. 2011;2016,1.2,2.68,d18O +0.64‰; d13C +0.00‰,0.7,2.58,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,20-21",194.5,19.4087,Eccentricity,Liebrand et al. 2016,1.25,2.22,CMUND,Liebrand et al. 2011;2016,1.25,2.86,d18O +0.64‰; d13C +0.00‰,0.75,2.76,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,22-23",194.52,19.411,Eccentricity,Liebrand et al. 2016,1.19,1.96,CMUND,Liebrand et al. 2011;2016,1.19,2.6,d18O +0.64‰; d13C +0.00‰,0.69,2.5,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,24-25",194.54,19.4134,Eccentricity,Liebrand et al. 2016,1.23,2.12,CMUND,Liebrand et al. 2011;2016,1.23,2.76,d18O +0.64‰; d13C +0.00‰,0.73,2.66,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,26-27",194.56,19.4158,Eccentricity,Liebrand et al. 2016,1.04,2.12,CMUND,Liebrand et al. 2011;2016,1.04,2.76,d18O +0.64‰; d13C +0.00‰,0.54,2.66,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,28-29",194.58,19.4182,Eccentricity,Liebrand et al. 2016,1.24,1.73,CMUND,Liebrand et al. 2011;2016,1.24,2.37,d18O +0.64‰; d13C +0.00‰,0.74,2.27,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,30-31",194.6,19.4206,Eccentricity,Liebrand et al. 2016,1.31,1.85,CMUND,Liebrand et al. 2011;2016,1.31,2.49,d18O +0.64‰; d13C +0.00‰,0.81,2.39,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,34-35",194.64,19.4254,Eccentricity,Liebrand et al. 2016,1.2,1.91,CMUND,Liebrand et al. 2011;2016,1.2,2.55,d18O +0.64‰; d13C +0.00‰,0.7,2.45,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,36-37",194.66,19.4278,Eccentricity,Liebrand et al. 2016,1.33,1.68,CMUND,Liebrand et al. 2011;2016,1.33,2.32,d18O +0.64‰; d13C +0.00‰,0.83,2.22,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,38-39",194.68,19.4302,Eccentricity,Liebrand et al. 2016,1.22,1.56,CMUND,Liebrand et al. 2011;2016,1.22,2.2,d18O +0.64‰; d13C +0.00‰,0.72,2.1,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,40-41",194.7,19.4326,Eccentricity,Liebrand et al. 2016,1.29,1.8,CMUND,Liebrand et al. 2011;2016,1.29,2.44,d18O +0.64‰; d13C +0.00‰,0.79,2.34,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,42-43",194.72,19.435,Eccentricity,Liebrand et al. 2016,1.39,1.7,CMUND,Liebrand et al. 2011;2016,1.39,2.34,d18O +0.64‰; d13C +0.00‰,0.89,2.24,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,44-45",194.74,19.4373,Eccentricity,Liebrand et al. 2016,1.2,1.76,CMUND,Liebrand et al. 2011;2016,1.2,2.4,d18O +0.64‰; d13C +0.00‰,0.7,2.3,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,46-47",194.76,19.4397,Eccentricity,Liebrand et al. 2016,1.29,1.72,CMUND,Liebrand et al. 2011;2016,1.29,2.36,d18O +0.64‰; d13C +0.00‰,0.79,2.26,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,48-49",194.78,19.4421,Eccentricity,Liebrand et al. 2016,1.22,1.89,CMUND,Liebrand et al. 2011;2016,1.22,2.53,d18O +0.64‰; d13C +0.00‰,0.72,2.43,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,50-51",194.8,19.4445,Eccentricity,Liebrand et al. 2016,1.22,1.78,CMUND,Liebrand et al. 2011;2016,1.22,2.42,d18O +0.64‰; d13C +0.00‰,0.72,2.32,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,52-53",194.82,19.4469,Eccentricity,Liebrand et al. 2016,1.28,1.84,CMUND,Liebrand et al. 2011;2016,1.28,2.48,d18O +0.64‰; d13C +0.00‰,0.78,2.38,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,54-55",194.84,19.4493,Eccentricity,Liebrand et al. 2016,1.21,1.83,CMUND,Liebrand et al. 2011;2016,1.21,2.47,d18O +0.64‰; d13C +0.00‰,0.71,2.37,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,56-57",194.86,19.4517,Eccentricity,Liebrand et al. 2016,1.36,1.75,CMUND,Liebrand et al. 2011;2016,1.36,2.39,d18O +0.64‰; d13C +0.00‰,0.86,2.29,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,58-59",194.88,19.4541,Eccentricity,Liebrand et al. 2016,1.1,1.8,CMUND,Liebrand et al. 2011;2016,1.1,2.44,d18O +0.64‰; d13C +0.00‰,0.6,2.34,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,60-61",194.9,19.4565,Eccentricity,Liebrand et al. 2016,1.02,1.84,CMUND,Liebrand et al. 2011;2016,1.02,2.48,d18O +0.64‰; d13C +0.00‰,0.52,2.38,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,62-63",194.92,19.4589,Eccentricity,Liebrand et al. 2016,1.4,2.03,CMUND,Liebrand et al. 2011;2016,1.4,2.67,d18O +0.64‰; d13C +0.00‰,0.9,2.57,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,64-65",194.94,19.4613,Eccentricity,Liebrand et al. 2016,1.36,1.88,CMUND,Liebrand et al. 2011;2016,1.36,2.52,d18O +0.64‰; d13C +0.00‰,0.86,2.42,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,66-67",194.96,19.4637,Eccentricity,Liebrand et al. 2016,1.31,1.92,CMUND,Liebrand et al. 2011;2016,1.31,2.56,d18O +0.64‰; d13C +0.00‰,0.81,2.46,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,68-69",194.98,19.4661,Eccentricity,Liebrand et al. 2016,1.41,2.02,CMUND,Liebrand et al. 2011;2016,1.41,2.66,d18O +0.64‰; d13C +0.00‰,0.91,2.56,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,70-71",195,19.4685,Eccentricity,Liebrand et al. 2016,1.37,1.92,CMUND,Liebrand et al. 2011;2016,1.37,2.56,d18O +0.64‰; d13C +0.00‰,0.87,2.46,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,72-73",195.02,19.4709,Eccentricity,Liebrand et al. 2016,1.3,1.77,CMUND,Liebrand et al. 2011;2016,1.3,2.41,d18O +0.64‰; d13C +0.00‰,0.8,2.31,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,74-75",195.04,19.4733,Eccentricity,Liebrand et al. 2016,1.31,1.95,CMUND,Liebrand et al. 2011;2016,1.31,2.59,d18O +0.64‰; d13C +0.00‰,0.81,2.49,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,76-77",195.06,19.4757,Eccentricity,Liebrand et al. 2016,1.37,1.83,CMUND,Liebrand et al. 2011;2016,1.37,2.47,d18O +0.64‰; d13C +0.00‰,0.87,2.37,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,78-79",195.08,19.4781,Eccentricity,Liebrand et al. 2016,1.19,1.96,CMUND,Liebrand et al. 2011;2016,1.19,2.6,d18O +0.64‰; d13C +0.00‰,0.69,2.5,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,80-81",195.1,19.4805,Eccentricity,Liebrand et al. 2016,1.25,1.78,CMUND,Liebrand et al. 2011;2016,1.25,2.42,d18O +0.64‰; d13C +0.00‰,0.75,2.32,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,82-83",195.12,19.4829,Eccentricity,Liebrand et al. 2016,1.33,1.84,CMUND,Liebrand et al. 2011;2016,1.33,2.48,d18O +0.64‰; d13C +0.00‰,0.83,2.38,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,84-85",195.14,19.4853,Eccentricity,Liebrand et al. 2016,1.39,1.85,CMUND,Liebrand et al. 2011;2016,1.39,2.49,d18O +0.64‰; d13C +0.00‰,0.89,2.39,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,86-87",195.16,19.4876,Eccentricity,Liebrand et al. 2016,1.3,1.77,CMUND,Liebrand et al. 2011;2016,1.3,2.41,d18O +0.64‰; d13C +0.00‰,0.8,2.31,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,88-89",195.18,19.49,Eccentricity,Liebrand et al. 2016,1.2,1.77,CMUND,Liebrand et al. 2011;2016,1.2,2.41,d18O +0.64‰; d13C +0.00‰,0.7,2.31,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,90-91",195.2,19.4924,Eccentricity,Liebrand et al. 2016,1.22,1.74,CMUND,Liebrand et al. 2011;2016,1.22,2.38,d18O +0.64‰; d13C +0.00‰,0.72,2.28,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,92-93",195.22,19.4948,Eccentricity,Liebrand et al. 2016,1.08,1.75,CMUND,Liebrand et al. 2011;2016,1.08,2.39,d18O +0.64‰; d13C +0.00‰,0.58,2.29,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,94-95",195.24,19.4972,Eccentricity,Liebrand et al. 2016,1.2,1.81,CMUND,Liebrand et al. 2011;2016,1.2,2.45,d18O +0.64‰; d13C +0.00‰,0.7,2.35,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,96-97",195.26,19.4996,Eccentricity,Liebrand et al. 2016,1.14,1.94,CMUND,Liebrand et al. 2011;2016,1.14,2.58,d18O +0.64‰; d13C +0.00‰,0.64,2.48,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,98-99",195.28,19.502,Eccentricity,Liebrand et al. 2016,1.29,1.91,CMUND,Liebrand et al. 2011;2016,1.29,2.55,d18O +0.64‰; d13C +0.00‰,0.79,2.45,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,100-101",195.3,19.5044,Eccentricity,Liebrand et al. 2016,1.37,1.75,CMUND,Liebrand et al. 2011;2016,1.37,2.39,d18O +0.64‰; d13C +0.00‰,0.87,2.29,d18O -0.10‰; d13C -0.50‰,,
1264,"208-1264A-21H-4W,102-103",195.32,19.5068,Eccentricity,Liebrand et al. 2016,1.15,1.62,CMUND,Liebrand et al. 2011;2016,1.15,2.26,d18O +0.64‰; d13C +0.00‰,0.65,2.16,d18O -0.10‰; d13C -0.50‰,,
